ICD-10	ICD-10_group	disease_control_number	disease_name
B085	J028	20066413	水疱性咽頭炎
H181		20066415	水疱性角膜症
K130		20066417	水疱性口唇炎
K121		20066418	水疱性口内炎
A938		20066419	水疱性口内炎ウイルス病
H730		20066416	水疱性鼓膜炎
L511		20066421	水疱性多形紅斑
H660		20066422	水疱性中耳炎
L00		20066423	水疱性膿痂疹
B359		20066424	水疱性白癬
L431		20066427	水疱性扁平苔癬
L120		20066426	水疱性類天疱瘡
T427		20066433	睡眠剤中毒
G479		20066438	睡眠障害
G448		20102574	睡眠時頭痛
G253		20066434	睡眠時ミオクローヌス
G473		20066437	睡眠時無呼吸症候群
T888		20103012	睡眠時無呼吸症候群用口腔内装置破損
T888		20103010	睡眠時無呼吸症候群用口腔内装置不適合
G472		20079752	睡眠相後退症候群
G405		20066439	睡眠喪失てんかん
F132		20066442	睡眠薬依存
X61		20082858	睡眠薬自殺
T427	X61	20084050	睡眠薬自殺未遂
T887	Y479	20082837	睡眠薬副作用
G472		20079751	睡眠リズム障害
J348		20066411	水様性鼻漏
D136		20079008	膵良性腫瘍
H183		20078461	皺襞デスメ膜
B882		20083905	スカラベ病
N368		20084173	スキーン腺のう胞
N340		20084150	スキーン腺膿瘍
C169		20086008	スキルス胃癌
J301		20100060	スギ花粉症
E888		20103413	スクシニル－ＣｏＡリガーゼ欠損症
E743		20052098	スクラーゼ欠損症
T888		20087552	スクリューポスト脱離
T888		20087553	スクリューポスト破損
T888		20087554	スクリューポスト不適合
B488		20100431	スケドスポリウム症
T888		20087973	スケレトンタイプ拡大装置破損
T888		20087022	スケレトンタイプ拡大装置不適合
T888		20087972	スケレトンタイプ急速拡大装置破損
T888		20088048	スケレトンタイプ急速拡大装置不適合
T566		20085869	錫中毒
Q858		20052101	スタージ・ウェーバ症候群
Q178		20052103	スタール耳
T828	I738	20090524	スチール症候群
B083		20082348	スチッケル病
F988		20052111	スチューデントアパシー
M0820		20079315	スチル病
L511		20092804	スティーブンス・ジョンソン症候群
Q875		20090199	スティックラー症候群
G258		20052115	スティフ・マン症候群
J156		20096042	ステノトロフォモナス・マルトフィリア肺炎
K519		20092805	ステロイド依存性潰瘍性大腸炎
K509		20092806	ステロイド依存性クローン病
J459		20092807	ステロイド依存性喘息
N049		20052120	ステロイド依存性ネフローゼ症候群
K254		20052124	ステロイド潰瘍
K255		20052125	ステロイド潰瘍穿孔
F55		20052121	ステロイド剤乱用
L708		20052116	ステロイドざ瘡
L718		20052117	ステロイドしゅさ
M8149	Y427	20052123	ステロイド性骨粗鬆症
M804		20090525	ステロイド性骨粗鬆症・病的骨折あり
F195	Y427	20085757	ステロイド精神病
M8048	Y427	20085892	ステロイド性脊椎圧迫骨折
M8715	Y427	20100215	ステロイド性大腿骨頭壊死
K519		20094759	ステロイド抵抗性潰瘍性大腸炎
M329		20095538	ステロイド抵抗性全身性エリテマトーデス
N049		20052126	ステロイド抵抗性ネフローゼ症候群
E13		20052128	ステロイド糖尿病
E133		20088212	ステロイド糖尿病・眼合併症あり
E131		20088211	ステロイド糖尿病・ケトアシドーシス合併あり
E130		20088213	ステロイド糖尿病・昏睡合併あり
E134		20088214	ステロイド糖尿病・神経学的合併症あり
E132		20088215	ステロイド糖尿病・腎合併症あり
E137		20088216	ステロイド糖尿病・多発糖尿病性合併症あり
E136		20088217	ステロイド糖尿病・糖尿病性合併症あり
E139		20088218	ステロイド糖尿病・糖尿病性合併症なし
E135		20088219	ステロイド糖尿病・末梢循環合併症あり
H263		20052129	ステロイド白内障
L270		20052130	ステロイド皮膚炎
G720		20084822	ステロイドミオパチー
K853		20052133	ステロイド誘発性膵炎
L270		20052131	ステロイド誘発性皮膚症
E273		20052134	ステロイド離脱症候群
H406		20052136	ステロイド緑内障
Z958		20091400	ステント植え込み状態
I459		20052137	ストークス・アダムス症候群
L986	Z434	20096966	ストーマ粘膜皮膚侵入
H910	Y405	20052138	ストマイ難聴
Q764		20052140	ストレートバック症候群
T143		20080576	ストレイン
K270		20052145	ストレス潰瘍
K250		20099469	ストレス性胃潰瘍
K260		20099472	ストレス性十二指腸潰瘍
D751		20052144	ストレス赤血球増加症
G405		20052141	ストレスてんかん
A488		20052149	ストレプトトリックス病
T365		20052150	ストレプトマイシン中毒
D434		20091406	砂時計腫
B881		20052151	スナノミ症
F984		20052154	スパスムス・ヌータンス
E754		20052156	スピルマイヤー・フォークト病
A699		20052157	スピロヘータ感染症
A698	J998	20052161	スピロヘータ性気管支炎
A698	J178	20052162	スピロヘータ肺炎
B701		20052163	スピロメトラ症
E753		20052167	スフィンゴリピドーシス
T888		20088022	スプリングリテーナー破損
T888		20087023	スプリングリテーナー不適合
K901		20052169	スプルー
Q681		20052173	スペード様手
I517		20052174	スポーツ心臓
B429		20052175	スポロトリクム症
B428	M016	20052176	スポロトリクム症関節炎
Q938		20101186	スミス・マギニス症候群
Q871		20052179	スミス・レムリ・オピッツ症候群
S5250		20052180	スミス骨折
K137		20052181	スモーカーメラニン沈着症
G620		20052183	スモン
T888		20089182	スライディングプレート脱離
T888		20087974	スライディングプレート破損
T888		20087024	スライディングプレート不適合
B222		20052186	スリム病
G448		20052187	スルーダー神経痛
E752		20052188	スルファターゼ欠損症
D748		20092809	スルフヘモグロビン血症
A819		20052190	スローウイルス感染症
M200		20052191	スワンネック変形
M2449		20066454	随意性脱臼
R830		20066455	髄液ＬＤＨ上昇
R835		20066456	髄液ウイルス陽性
R835		20066457	髄液クリプトコッカス陽性
R838		20066458	髄液グロブリン反応陽性
R835		20066460	髄液結核菌陽性
R836		20066461	髄液好中球数増加
R838		20066462	髄液混濁
R835		20066463	髄液細菌培養陽性
R836		20066464	髄液細胞数増加
G960		20097549	髄液耳漏
R838		20066467	髄液線維素網析出
R838		20066468	髄液蛋白細胞数解離
R838		20066469	髄液蛋白増加
R833		20066470	髄液糖値上昇
R833		20066471	髄液糖値低下
G960		20066472	髄液鼻漏
C716		20066475	髄芽腫
K049		20094938	髄室側壁穿孔
K049		20094936	髄床底穿孔
G039		20066481	髄膜炎
A399		20066483	髄膜炎菌感染症
A394		20066485	髄膜炎菌血症
A398	M010	20066486	髄膜炎菌性関節炎
A398	H481	20066487	髄膜炎菌性球後視神経炎
A398	H131	20066489	髄膜炎菌性結膜炎
A395	I520	20066491	髄膜炎菌性心炎
A395	I410	20066492	髄膜炎菌性心筋炎
A395	I520	20066493	髄膜炎菌性心疾患
A395	I398	20066494	髄膜炎菌性心内膜炎
A395	I320	20066495	髄膜炎菌性心膜炎
A390	G01	20066496	髄膜炎菌性髄膜炎
A398	G050	20066497	髄膜炎菌性脊髄炎
A398	G050	20066498	髄膜炎菌性脳炎
A398	G050	20066499	髄膜炎菌性脳脊髄炎
A394		20066500	髄膜炎菌性敗血症
G09		20066502	髄膜炎後遺症
G09	F079	20066503	髄膜炎罹患後精神障害
C793		20066504	髄膜癌腫症
A171	G07	20066506	髄膜結核腫
D329		20066508	髄膜腫
I608		20066511	髄膜出血
D429		20066510	髄膜腫瘍
R291		20066512	髄膜症
G961		20066513	髄膜障害
G961		20066514	髄膜浸潤
G049		20066515	髄膜脊髄炎
G049		20066516	髄膜脳炎
Q019		20066517	髄膜脳瘤
C793		20066518	髄膜白血病
G961		20066519	髄膜癒着
Q059		20066520	髄膜瘤
Q054		20066521	髄膜瘤を伴う水頭症
D329		20079630	髄膜良性腫瘍
R51		20071732	頭重感
R51		20071762	頭痛
M8909		20079320	ズデック症候群
R869		20066687	精液異常
N508		20066686	精液のう腫
N434		20066691	精液瘤
H535		20066888	青黄色盲
K090		20103524	正角化性歯原性のう胞
F688		20066528	性格障害
F609		20066529	性格神経症
F609		20066530	性格反応
F629		20066531	性格変化
G723		20084797	正カリウム血性周期性四肢麻痺
N508		20066692	精管萎縮
F520		20066532	性感異常
N491		20066693	精管炎
N508		20084054	精管狭窄症
F662		20066534	性関係障害
S3780		20066695	精管損傷
Q553		20066696	精管閉鎖
L270		20066525	制癌剤皮膚炎
F988		20066535	性器いじり
A181		20066538	性器結核
A510		20066537	性器下疳
O324		20066632	正期産における児頭陥入不全のための母体管理
R31		20066539	性器出血
F453		20066540	性器神経症
F529		20066544	性機能低下
Q969		20066542	性器発育異常
F522		20066543	性器反応不全
A600		20066536	性器ヘルペス
D649		20098652	正球性正色素性貧血
D649		20066634	正球性貧血
T814		20102599	生検後感染
T810		20087556	生検後出血
A64		20066550	性行為感染症
G448		20102569	性行為に伴う一次性頭痛
N930		20066546	性交後出血
N941		20066547	性交痛
N941		20066549	性交疼痛症
F522		20066548	性交不能症
C719		20066622	星細胞腫
N508		20066699	精索萎縮
N491		20066700	精索炎
D489		20103360	性索間質性腫瘍
N508		20084042	精索狭窄症
A181	N518	20066703	精索結核
N501		20066704	精索血腫
Q554		20066702	精索欠損
D176		20092000	精索脂肪腫
C631		20092811	精索脂肪肉腫
N508		20066705	精索腫瘤
I861		20066708	精索静脈瘤
N433		20066707	精索水瘤
C631		20066709	精索肉腫
N44		20066710	精索捻転
N508		20066711	精索肥大
N508		20066712	精索浮腫
F55		20066526	制酸剤乱用
R869		20066714	精子異常
D649		20066644	正色素性貧血
N46		20066715	精子減少症
F659		20066580	性嗜好の障害
F656		20066581	性嗜好の多重障害
K007		20066670	生歯困難
R251		20066900	静止時振戦
K100		20066901	静止性骨空洞
F488		20066889	青春期内閉神経症
S399		20066673	生殖器外傷
Q135		20066890	青色強膜
S098		20066891	青色鼓膜
D229		20066894	青色母斑
T439		20066719	精神安定剤中毒
F132		20066720	精神安定薬依存
F131		20066721	精神安定薬乱用
Z004		20085787	精神医学的検査
R458		20088478	精神運動興奮状態
G402		20066724	精神運動発作
G412		20066725	精神運動発作重積症
F621		20080738	精神科疾患後の持続的人格変化
Z046		20085765	精神鑑定
T439		20066729	精神作用薬中毒
F152c		20066731	精神刺激薬依存
R51		20103076	精神疾患による頭痛
F99		20066732	精神障害
F489		20066733	精神神経症
F608		20094424	精神神経症的パーソナリティ障害
F488		20066738	精神衰弱
N911		20066743	精神性無月経
F454		20066747	精神痛
F604		20094420	精神的幼児性パーソナリティ障害
F29		20066755	精神病
F609		20066756	精神病質
F602		20094416	精神病質的パーソナリティ障害
F323		20080712	精神病症状を伴う重症うつ病エピソード
F302		20080701	精神病症状を伴う躁病
F322		20080711	精神病症状を伴わない重症うつ病エピソード
F301		20080700	精神病症状を伴わない躁病
H258		20066583	成熟白内障
C920		20103398	成熟を伴う急性骨髄性白血病
C920		20103392	成熟を伴わない急性骨髄性白血病
G912		20066638	正常圧水頭症
H161		20066624	星状角膜炎
G723		20066636	正常カリウム血症性四肢麻痺
G723		20066637	正常カリウム性家族性周期性麻痺
C719		20066623	星状芽細胞腫
H401		20066639	正常眼圧緑内障
R81		20066640	正常血糖性糖尿
H432		20066626	星状硝子体症
S244		20066627	星状神経節損傷
Z349		20082865	正常妊娠
H350		20066630	星状網膜症
P002		20089986	成人Ｔ細胞白血病ウイルス感染母体より出生した児
C795		20086036	成人Ｔ細胞白血病骨髄浸潤
C915		20098412	成人Ｔ細胞白血病リンパ腫
C915		20098428	成人Ｔ細胞白血病リンパ腫・急性型
C915		20098424	成人Ｔ細胞白血病リンパ腫・くすぶり型
C915		20098420	成人Ｔ細胞白血病リンパ腫・慢性型
C915		20098415	成人Ｔ細胞白血病リンパ腫・リンパ腫型
L208		20066587	成人アトピー性皮膚炎
E751		20095807	成人型ＧＭ１ガングリオシドーシス
E750		20095808	成人型ＧＭ２ガングリオシドーシス
E752		20095545	成人型異染性白質ジストロフィー
E752		20095547	成人型クラッベ病
D801		20066599	成人型原発性無ガンマグロブリン血症
I700		20087557	成人型大動脈縮窄症
C349		20103365	成人型肺芽腫
E740		20095549	成人型ポンペ病
G710		20066589	成人偽肥大性筋ジストロフィー
T749		20066591	成人虐待
A740	H131	20083840	成人クラミジア結膜炎
B019		20096778	成人水痘
M0610		20086579	成人スチル病
K090		20066607	成人性歯肉のう胞
E230		20095550	成人成長ホルモン分泌不全
M4219		20066609	成人脊椎骨軟骨症
E722		20101201	成人発症ＩＩ型シトルリン血症
D848		20103444	成人発症型免疫不全症
K311		20066613	成人肥厚性幽門狭窄症
I675		20066586	成人もやもや病
F660		20066551	性成熟障害
Q998		20066553	性染色体異常
Q969		20066559	性腺発育不全
C629		20066764	精巣悪性腫瘍
C859		20095276	精巣悪性リンパ腫
S380		20080392	精巣圧挫傷
N500		20066766	精巣萎縮
N459		20066767	精巣炎
C629		20095178	精巣横紋筋肉腫
S313		20066770	精巣開放創
N508		20066769	精巣過敏症
S399		20066771	精巣外傷
C629		20066772	精巣癌
C629		20066773	精巣奇形癌
C629		20066774	精巣奇形腫
E290		20066778	精巣機能亢進症
E291		20066777	精巣機能不全症
Q551		20103369	精巣形成不全
A181	N511	20066780	精巣結核
Q550		20066779	精巣欠損
S302		20066781	精巣挫傷
S380		20080393	精巣挫滅傷
S380		20084991	精巣挫滅創
N508		20066782	精巣腫脹
D401		20066783	精巣腫瘍
C629		20066819	精巣絨毛癌
N459		20066786	精巣上体炎
C630		20066787	精巣上体癌
A181	N511	20066788	精巣上体結核
D407		20066789	精巣上体腫瘍
N508		20080015	精巣上体腫瘤
D293		20066790	精巣上体腺腫様腫瘍
N44		20066791	精巣上体捻転症
D293		20088483	精巣上体のう腫
N450		20066792	精巣上体膿瘍
D293		20066793	精巣上体平滑筋腫
D293		20088485	精巣上体良性腫瘍
E895		20066784	精巣除去後機能低下症
D401		20103362	精巣性索間質性腫瘍
E345		20066797	精巣性女性化症候群
N459		20086609	精巣精巣上体炎
S382		20066800	精巣切断
C629		20066762	精巣セミノーマ
D401		20101497	精巣セルトリ細胞腫
S399		20066801	精巣損傷
C629		20066803	精巣胎児性癌
S302		20080363	精巣打撲傷
N508		20066804	精巣痛
C629		20066807	精巣肉腫
T210		20066808	精巣熱傷
N44		20066809	精巣捻転症
N450		20080014	精巣膿瘍
C629		20098133	精巣胚細胞腫瘍
E291		20066811	精巣発育障害
Q551		20066812	精巣発育不全
S313		20066810	精巣破裂
N450		20066814	精巣蜂巣炎
Q551		20066815	精巣癒合
D401		20101495	精巣ライディック細胞腫
C629		20098140	精巣卵黄のう腫瘍
D292		20066818	精巣良性腫瘍
J383		20088936	声帯萎縮
J382		20066838	声帯炎
Z944		20098938	生体肝移植後
J380		20066839	声帯外転筋麻痺
J383		20092625	声帯機能不全
J382		20066843	声帯結節症
J383		20066844	声帯溝症
Z946		20098948	生体骨移植後
R041		20066846	声帯出血
D380		20066845	声帯腫瘍
Z948		20101345	生体小腸移植後
J383		20066847	声帯上皮過形成
Z940		20098941	生体腎移植後
J383		20066849	声帯肉芽腫
D141		20097498	声帯乳頭腫
J383		20066850	声帯粘膜線維症
J383		20086773	声帯のう胞
J383		20066851	声帯膿瘍
Z942		20098935	生体肺移植後
J383		20066853	声帯白斑症
J383		20066859	声帯瘢痕形成
Z945		20098946	生体皮膚移植後
J380		20066854	声帯不全麻痺
J381		20066835	声帯ポリープ
J380		20066856	声帯麻痺
D141		20066857	声帯良性腫瘍
K011		20095551	正中過剰埋伏歯
C040		20096769	正中型口腔底癌
C040		20096770	正中型口底癌
Q188		20066645	正中顔面のう胞
Q188		20066647	正中顔面瘻
Q188		20090528	正中顔裂
Q892		20066648	正中頚のう胞
Q188		20066650	正中頚部瘻
K091		20066652	正中口蓋のう胞
K001		20066655	正中歯
S541		20066658	正中神経傷害
G561		20066659	正中神経神経痛
S441		20080409	正中神経上腕部損傷
S541		20066660	正中神経損傷
S541		20066661	正中神経断裂
G561		20066662	正中神経不全麻痺
