panel_name	mondo_id	gene_symbol_list
developmental anomaly of metabolic origin	MONDO:0015327	AARS2 | ABCB7 | ABCC8 | ABCD1 | ABHD12 | ACAD9 | AFG3L2 | AGA | AGK | AGPAT2 | AIFM1 | AKR1C2 | AKR1C4 | ALDH18A1 | ALMS1 | ALPL | AMPD1 | AMPD3 | AP1B1 | AP1S1 | ARSB | ARSL | ATAD3A | ATIC | ATM | ATP1A3 | ATP5F1A | ATP5F1D | ATP5F1E | ATP5MK | ATP6V0A2 | ATP6V0A4 | ATP6V1A | ATP6V1E1 | ATP7A | ATPAF1 | ATPAF2 | B3GALNT2 | B3GALT6 | B3GAT3 | B3GLCT | B4GALT1 | B4GALT7 | B4GAT1 | BCAP31 | BCS1L | BLM | BOLA3 | BRCA1 | BRCA2 | BRIP1 | BSCL2 | C1QBP | CAMKMT | CARS2 | CAV1 | CAVIN1 | CBS | CHCHD10 | CHST14 | CHST3 | CHSY1 | CLPP | CNTN2 | COA3 | COA5 | COA6 | COA8 | COG1 | COG7 | COL4A1 | COQ2 | COQ4 | COQ5 | COQ6 | COQ7 | COQ8A | COQ9 | COX10 | COX14 | COX15 | COX20 | COX4I1 | COX4I2 | COX5A | COX6A1 | COX6A2 | COX6B1 | COX8A | CPLX1 | CRPPA | CTSA | CTSC | CYB5A | CYC1 | CYP11A1 | CYP11B1 | CYP17A1 | CYP21A2 | DAG1 | DARS2 | DDB2 | DGUOK | DHCR24 | DHCR7 | DLAT | DLD | DLL3 | DNA2 | DNAJC3 | DNM1L | DNMT1 | DOLK | DPM1 | DPM3 | DSE | EARS2 | EBP | ECHS1 | ECM1 | ELAC2 | ERAL1 | ERCC1 | ERCC2 | ERCC3 | ERCC4 | ERCC5 | ERCC6 | ERCC8 | ETFA | ETFB | ETFDH | ETHE1 | EXT1 | EXT2 | FANCA | FANCB | FANCC | FANCD2 | FANCE | FANCF | FANCG | FANCI | FANCL | FANCM | FARS2 | FASTKD2 | FBXL4 | FDX2 | FDXR | FH | FKRP | FKTN | FLAD1 | FOS | FOXRED1 | FUCA1 | GALNS | GATB | GATC | GCK | GFER | GFM1 | GFM2 | GLA | GLB1 | GLI3 | GLRX5 | GLUD1 | GMPPB | GNAS | GNAS-AS1 | GNPTAB | GNPTG | GNS | GPHN | GTF2H5 | GTPBP3 | GUSB | HADH | HADHA | HADHB | HARS2 | HES7 | HGSNAT | HNF1A | HNF1B | HNF4A | HSD17B3 | HSD17B4 | HSD3B2 | HYAL1 | IARS2 | IBA57 | IDS | IDUA | IER3IP1 | INPPL1 | INSR | ISCA1 | ISCA2 | ISCU | KCNJ11 | LARGE1 | LARS2 | LBR | LFNG | LIAS | LIPT1 | LMNA | LMNB2 | LONP1 | LRPPRC | LYRM4 | LYRM7 | MAD2L2 | MAN2B1 | MANBA | MARCHF6 | MARS2 | MBTPS2 | MCOLN1 | MECR | MESP2 | MFF | MGAT2 | MGME1 | MICOS13 | MIPEP | MITF | MOCS1 | MOCS2 | MPC1 | MPDU1 | MPI | MPV17 | MRE11 | MRM2 | MRPL12 | MRPL3 | MRPL44 | MRPS14 | MRPS16 | MRPS2 | MRPS22 | MRPS23 | MRPS28 | MRPS34 | MRPS7 | MSMO1 | MSTO1 | MT-ATP6 | MT-ATP8 | MT-CO1 | MT-CO2 | MT-CO3 | MT-CYB | MT-ND1 | MT-ND2 | MT-ND3 | MT-ND4 | MT-ND4L | MT-ND5 | MT-ND6 | MT-RNR1 | MT-TC | MT-TE | MT-TF | MT-TH | MT-TI | MT-TK | MT-TL1 | MT-TL2 | MT-TN | MT-TP | MT-TQ | MT-TS1 | MT-TS2 | MT-TT | MT-TV | MT-TW | MTFMT | MTO1 | MTPAP | MTRFR | MVK | NAGA | NAGLU | NARS2 | NBN | NDUFA1 | NDUFA10 | NDUFA11 | NDUFA12 | NDUFA13 | NDUFA2 | NDUFA4 | NDUFA6 | NDUFA9 | NDUFAF1 | NDUFAF2 | NDUFAF3 | NDUFAF4 | NDUFAF5 | NDUFAF6 | NDUFAF8 | NDUFB10 | NDUFB11 | NDUFB3 | NDUFB8 | NDUFB9 | NDUFS1 | NDUFS2 | NDUFS3 | NDUFS4 | NDUFS6 | NDUFS7 | NDUFS8 | NDUFV1 | NDUFV2 | NEU1 | NFS1 | NFU1 | NR3C1 | NSDHL | NSMCE2 | NSUN3 | NUBPL | OCRL | OGDH | OPA1 | OPA3 | PAH | PALB2 | PCNA | PDHA1 | PDHB | PDHX | PDP1 | PDSS1 | PDSS2 | PET100 | PET117 | PEX1 | PEX10 | PEX11B | PEX12 | PEX13 | PEX14 | PEX16 | PEX19 | PEX2 | PEX26 | PEX3 | PEX5 | PEX6 | PEX7 | PGAP2 | PGAP3 | PGM1 | PHGDH | PIGA | PIGL | PIGN | PIGO | PIGT | PIGV | PIGW | PIGY | PIK3R1 | PMM2 | PMPCB | PNPLA8 | PNPT1 | POC1A | POLG | POLG2 | POLH | POLR3A | POMGNT1 | POMGNT2 | POMK | POMT1 | POMT2 | POR | POU3F4 | PPARG | PPM1B | PPP1R15B | PREPL | PRICKLE3 | PRPS1 | PSAT1 | PSPH | PTCD3 | PTF1A | PUS1 | PYCR1 | QRSL1 | RAD50 | RAD51 | RAD51C | RAPGEF2 | RARS2 | RFT1 | RFWD3 | RIPPLY2 | RMND1 | RNASEH1 | RRM2B | RXYLT1 | SAMD12 | SARS2 | SC5D | SCO1 | SCO2 | SDHA | SDHAF1 | SDHB | SDHD | SERAC1 | SFXN4 | SGSH | SIK1 | SLC16A1 | SLC19A2 | SLC19A3 | SLC1A2 | SLC25A10 | SLC25A12 | SLC25A19 | SLC25A21 | SLC25A22 | SLC25A26 | SLC25A3 | SLC25A32 | SLC25A4 | SLC29A3 | SLC35A2 | SLC35A3 | SLC35D1 | SLC39A8 | SLC3A1 | SLC6A8 | SLX4 | SPG7 | SRD5A2 | SRD5A3 | SSR4 | STAR | STARD7 | STX16 | SUCLA2 | SUCLG1 | SUMF1 | SUOX | SURF1 | TACO1 | TAFAZZIN | TARS2 | TBC1D24 | TFAM | TFB1M | TIMM22 | TIMM8A | TIMMDC1 | TK2 | TKFC | TKT | TMEM126A | TMEM126B | TMEM165 | TMEM70 | TNRC6A | TOP3A | TRIT1 | TRMT10A | TRMT10C | TRMT5 | TRMU | TSFM | TTC19 | TUFM | TWNK | TXN2 | TYMP | TYR | UBE2T | UCP2 | UQCC2 | UQCC3 | UQCRB | UQCRC2 | UQCRFS1 | UQCRQ | VARS1 | VARS2 | VIPAS39 | VPS33A | VPS33B | XPA | XPC | XRCC2 | XRCC4 | XYLT1 | YARS2 | YEATS2 | ZMPSTE24
genetic hemophagocytic lymphohistiocytosis	MONDO:0015541	AP3B1 | BLOC1S6 | LYST | PRF1 | RAB27A | RC3H1 | SH2D1A | STX11 | STXBP2 | UNC13D | XIAP
Stargardt disease 3	MONDO:0010819	ELOVL4
malignant Sertoli-Leydig cell tumor of ovary	MONDO:0020542	DICER1
progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5	MONDO:0013117	RRM2B
glycogen storage disease due to acid maltase deficiency, late-onset	MONDO:0018485	GAA
autosomal recessive nonsyndromic deafness 91	MONDO:0013269	SERPINB6
disease by cell type	MONDO:0044979	ABCA3 | ABL1 | ACTN1 | ADAMTS13 | AFF1 | AGTPBP1 | AICDA | ALK | ALS2 | ANG | ANKRD26 | ANO6 | ANXA11 | AP3B1 | AP3D1 | AR | ARL11 | ASAH1 | ASCC1 | ASXL1 | ATM | ATP7A | ATRX | ATXN2 | AUTS2 | BCL10 | BCL11A | BCL2 | BCL6 | BCR | BICD2 | BIRC3 | BLNK | BLOC1S3 | BLOC1S6 | BRAF | BSCL2 | BTK | C9orf72 | CALR | CASK | CBL | CCND1 | CCNF | CD19 | CD36 | CD40 | CD40LG | CD79A | CD79B | CD81 | CDC42 | CDKN2A | CEBPE | CEP126 | CFAP410 | CHCHD10 | CHMP2B | CPLANE1 | CR2 | CSF2RA | CSF2RB | CSF3R | CTSC | CXCR2 | CXCR4 | CYB5A | CYB5R3 | CYBA | CYBB | CYBC1 | CYCS | CYLD | DAO | DCTN1 | DES | DIAPH1 | DNAJB2 | DOCK8 | DSG1 | DSP | DTNBP1 | DYNC1H1 | ELANE | ELF4 | EPHA4 | EPHB2 | EPX | ERBB4 | ERLIN2 | ETV6 | EXOSC3 | EXOSC8 | EXOSC9 | FBXO38 | FCGR2C | FCGR3B | FERMT3 | FGFR1 | FIG4 | FIP1L1 | FLI1 | FLT3 | FOXP1 | FPR1 | FUS | FYB1 | G6PC3 | G6PD | GARS1 | GATA1 | GATA2 | GATA3 | GFI1 | GFI1B | GLE1 | GLT8D1 | GNE | GP1BA | GP1BB | GP6 | GP9 | GPI | GPX1 | GSS | HAVCR2 | HAX1 | HBA1 | HBA2 | HBB | HBD | HBG1 | HBG2 | HLA-C | HLA-DRB1 | HLF | HNRNPA1 | HOXA11 | HPS1 | HPS3 | HPS4 | HPS5 | HPS6 | HSPB1 | HSPB3 | HSPB8 | ICOS | IGH | IGHG1 | IGHM | IGHMBP2 | IGHV3-21 | IGHV4-34 | IGLL1 | IKZF1 | IKZF3 | IKZF5 | IL21 | IL6R | IL6ST | IRF2BP2 | ITGA2B | ITGB2 | ITGB3 | JAGN1 | JAK2 | KIF5A | KIT | KLF1 | KMT2A | LAMTOR2 | LAS1L | LIG4 | LRBA | LRRC8A | LYST | MALT1 | MASTL | MATR3 | MECOM | MPL | MPO | MS4A1 | MYC | MYD88 | MYH14 | MYH9 | NAIP | NBEAL2 | NCF1 | NCF2 | NCF4 | NEFH | NEK1 | NFKB1 | NFKB2 | OPTN | ORAI1 | P2RX7 | P2RY12 | PAX5 | PBX1 | PDGFRA | PDGFRB | PFN1 | PIK3CD | PIK3R1 | PIP4K2A | PKLR | PLA2G4A | PLAU | PLEKHG5 | PON1 | PON2 | PON3 | POT1 | PPARGC1A | PRKACG | PRKCD | PRPH | PTEN | RAB27A | RAC2 | RARS2 | RASGRP2 | RBM8A | RBSN | REEP1 | RPS15 | RUNX1 | SEPSECS | SETX | SFTPC | SH2B3 | SH3KBP1 | SIGMAR1 | SLC12A6 | SLC35C1 | SLC37A4 | SLC52A2 | SLC52A3 | SLC5A7 | SLFN14 | SMARCD2 | SMN1 | SMN2 | SOD1 | SPG11 | SPG7 | SPINK5 | SQSTM1 | SRC | SRP54 | SRSF2 | STAT3 | STIM1 | TAF15 | TAFAZZIN | TARDBP | TBCE | TBK1 | TBXA2R | TCF3 | TCIRG1 | TET2 | THPO | TNFRSF13B | TNFRSF13C | TNFSF12 | TP53 | TPM4 | TREM2 | TRIP4 | TRPV4 | TSEN15 | TSEN2 | TSEN34 | TSEN54 | TUBA4A | TUBB1 | UBA1 | UBQLN2 | UNC13A | UNG | USB1 | VAPB | VCP | VPS13B | VPS45 | VRK1 | WARS1 | WAS | WIPF1 | XPO1 | ZNF341
familial mesial temporal lobe epilepsy with febrile seizures	MONDO:0013742	CPA6
juvenile neuronal ceroid lipofuscinosis	MONDO:0019262	CLN3 | CLN8 | CTSD | PPT1 | TPP1
primary organ-specific lymphoma	MONDO:0017207	CD28 | CTLA4 | HAVCR2 | NPM1 | TNFRSF1B | TYK2
neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy	MONDO:0032894	TRAPPC4
hyperargininemia	MONDO:0008814	ARG1
intellectual disability, autosomal recessive 53	MONDO:0014832	PIGG
developmental and epileptic encephalopathy, 69	MONDO:0032657	CACNA1E
glomerulopathy with fibronectin deposits 2	MONDO:0011165	FN1
autosomal dominant epidermolytic ichthyosis	MONDO:0020702	KRT1 | KRT10
agenesis of the corpus callosum with peripheral neuropathy	MONDO:0000902	SLC12A6
late-onset nephronophthisis	MONDO:0019742	MAPKBP1 | NPHP3 | XPNPEP3
POROK1	MONDO:0008290	PMVK
Charcot-Marie-Tooth disease type 1	MONDO:0019011	EGR2 | LITAF | MPZ | NEFL | PMP22
X-linked external auditory canal atresia-dilated internal auditory canal-facial dysmorphism syndrome	MONDO:0044702	GPRASP2
postaxial polydactyly type A (disease)	MONDO:0019673	GLI1 | GLI3 | IQCE | KIAA0825 | ZNF141
Rubinstein-Taybi syndrome	MONDO:0019188	CREBBP | EP300
qualitative or quantitative defects of protein O-mannose beta1,2N-acetylglucosaminyltransferase	MONDO:0016182	B3GALNT2 | B4GAT1 | COL4A1 | CRPPA | DAG1 | FKRP | FKTN | GMPPB | LARGE1 | POMGNT1 | POMGNT2 | POMK | POMT1 | POMT2 | RXYLT1
metabolic syndrome	MONDO:0004955	DYRK1B | MTTP
hypercontractile muscle stiffness syndrome	MONDO:0018779	CRYAB | TPM3
cerebellar malformation	MONDO:0015915	AHI1 | ARL13B | ARL3 | ARMC9 | B9D1 | CC2D2A | CEP104 | CEP120 | CEP290 | CEP41 | CPLANE1 | CSPP1 | FAM149B1 | HYLS1 | INPP5E | KATNIP | KIAA0586 | KIAA0753 | KIF7 | MKS1 | NID1 | NPHP1 | OFD1 | OXR1 | PDE6D | PIBF1 | RPGRIP1L | SUFU | TCTN1 | TCTN2 | TCTN3 | TMEM138 | TMEM216 | TMEM231 | TMEM237 | TMEM67 | ZIC1 | ZIC4
megalencephalic leukoencephalopathy with subcortical cysts	MONDO:0011391	HEPACAM | MLC1
immunodeficiency without anhidrotic ectodermal dysplasia	MONDO:0010368	IKBKG
spasticity-ataxia-gait anomalies syndrome	MONDO:0014803	GLRX5
constitutional megaloblastic anemia due to vitamin B12 metabolism disorder	MONDO:0020109	ABCD4 | AMN | CBLIF | CUBN | HCFC1 | LMBRD1 | MMACHC | MMADHC | MTR | MTRR | PRDX1 | TCN2
partial duplication of chromosome 16	MONDO:0016934	CTDP1
proteasome-associated autoinflammatory syndrome 2	MONDO:0054700	POMP
urea cycle disorder	MONDO:0004739	ARG1 | ASL | ASS1 | CA5A | CPS1 | GLUD1 | MCCC1 | NAGS | OTC | SLC25A13 | SLC25A15
retinitis pigmentosa 84	MONDO:0032604	DHX38
X-linked dominant chondrodysplasia, Chassaing-Lacombe type	MONDO:0010463	HDAC6
Watson syndrome	MONDO:0008672	NF1
multinodular goiter	MONDO:0000334	DICER1 | KEAP1
neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy	MONDO:0060621	VARS1
UV-sensitive syndrome 1	MONDO:0010909	ERCC6
phakomatosis cesioflammea	MONDO:0019325	GNA11 | GNAQ
EEC syndrome and related syndrome	MONDO:0020197	FGF10 | FGFR2 | FGFR3 | TP63
median facial cleft	MONDO:0015412	ALX3 | FREM1
infantile-onset periodic fever-panniculitis-dermatosis syndrome	MONDO:0014912	OTULIN
neuroferritinopathy	MONDO:0011638	FTL
hyper-IgE recurrent infection syndrome 3, autosomal recessive	MONDO:0032654	ZNF341
intellectual disability, autosomal recessive 65	MONDO:0020850	KDM5B
lymphedema-posterior choanal atresia syndrome	MONDO:0013324	PTPN14
midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis	MONDO:0010516	AMMECR1
epidermolysis bullosa simplex with pyloric atresia	MONDO:0012807	ITGB4 | PLEC
Wagner disease	MONDO:0007740	VCAN
siddiqi syndrome	MONDO:0032842	FITM2
cerebrooculofacioskeletal syndrome 3	MONDO:0014696	ERCC5
autosomal dominant Robinow syndrome	MONDO:0008389	DVL1 | DVL3 | FZD2 | ROR2 | WNT5A
mitochondrial complex I deficiency	MONDO:0100133	ELAC2 | FOXRED1 | MT-ND1 | MT-ND2 | MT-ND3 | MTFMT | NDUFA1 | NDUFA10 | NDUFA11 | NDUFA12 | NDUFA13 | NDUFA2 | NDUFA6 | NDUFA9 | NDUFAF1 | NDUFAF2 | NDUFAF3 | NDUFAF4 | NDUFAF5 | NDUFAF6 | NDUFAF8 | NDUFB10 | NDUFB11 | NDUFB3 | NDUFB8 | NDUFB9 | NDUFS1 | NDUFS2 | NDUFS3 | NDUFS4 | NDUFS6 | NDUFS7 | NDUFS8 | NDUFV1 | NDUFV2 | NUBPL | TIMMDC1 | TMEM126B
frontotemporal dementia and/or amyotrophic lateral sclerosis 1	MONDO:0007105	C9orf72
parietal foramina with cleidocranial dysplasia	MONDO:0008198	MSX2
multiple cutaneous and mucosal venous malformations	MONDO:0010842	TEK
autosomal recessive infantile hypercalcemia 1	MONDO:0020739	CYP24A1
microcephaly, growth restriction and increased sister chromatid exchange	MONDO:0020629	BLM | TOP3A
46,XY sex reversal 5	MONDO:0013120	CBX2
severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, NK cell-positive	MONDO:0012163	IL7R | PTPRC
factor V deficiency	MONDO:0020586	F5
osteogenesis imperfecta type 13	MONDO:0013924	BMP1
even-plus syndrome	MONDO:0014801	HSPA9
early-onset non-syndromic cataract	MONDO:0011060	AGK | BFSP1 | BFSP2 | CHMP4B | CRYAA | CRYAB | CRYBA1 | CRYBA2 | CRYBA4 | CRYBB1 | CRYBB2 | CRYBB3 | CRYGB | CRYGC | CRYGD | CRYGS | DNMBP | EPHA2 | FYCO1 | GCNT2 | GJA3 | GJA8 | HSF4 | LEMD2 | LIM2 | LSS | MAF | MIP | NHS | PANK4 | PITX3 | SIPA1L3 | UNC45B | VIM | WFS1
spastic paraplegia, intellectual disability, nystagmus, and obesity;	MONDO:0015007	KIDINS220
fatal infantile hypertonic myofibrillar myopathy	MONDO:0013472	CRYAB
combined oxidative phosphorylation deficiency 51	MONDO:0033631	PTCD3
X-linked cone dysfunction syndrome with myopia	MONDO:0010446	OPN1LW | OPN1MW
disease with diffuse palmoplantar keratoderma as a major feature	MONDO:0017669	AP1B1 | COG6 | CTSC | DSP | GJA1 | GJB2 | GJB3 | GJB4 | GJB6 | JUP | KDSR | KRT1 | KRT14 | KRT83 | LORICRIN | MBTPS2 | MPZ | MT-TS1 | NLRP1 | PERP | POMP | RSPO1 | SASH1 | SMARCAD1 | TRPM4 | TRPV3 | WNT10A
hyperimmunoglobulinemia D with periodic fever	MONDO:0009849	MVK
autosomal dominant nonsyndromic deafness 44	MONDO:0011832	CCDC50
H syndrome	MONDO:0011273	SLC29A3
dentatorubral-pallidoluysian atrophy	MONDO:0007435	ATN1
multiple mitochondrial DNA deletion syndrome	MONDO:0016797	ATP1A3 | DGUOK | DNA2 | OPA1 | POLG | POLG2 | RRM2B | SLC25A4 | TK2 | TWNK
46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	MONDO:0009916	HSD17B3
peroxisome biogenesis disorder 1A (Zellweger)	MONDO:0008953	PEX1 | PEX19 | PEX26 | PEX5
neurodevelopmental disorder with visual defects and brain anomalies	MONDO:0032807	HK1
Dowling-Degos disease 2	MONDO:0014130	POFUT1
benign neoplasm of eye	MONDO:0021454	HRAS | KRAS | NRAS | NSDHL
mitochondrial DNA depletion syndrome 4b	MONDO:0013350	POLG
developmental and epileptic encephalopathy, 12	MONDO:0013389	PLCB1
ichthyosis, congenital, autosomal recessive 14	MONDO:0033091	SULT2B1
congenital mitral valve insufficiency and/or stenosis	MONDO:0019817	DCHS1 | DZIP1
intellectual disability, autosomal recessive 5	MONDO:0012613	NSUN2
vitamin D-dependent rickets	MONDO:0024299	CYP27B1 | CYP2R1 | CYP3A4 | VDR
hemophagocytic lymphohistiocytosis, familial, 6	MONDO:0033557	RC3H1
primary ciliary dyskinesia 30	MONDO:0014465	ODAD3
congenital mesoblastic nephroma	MONDO:0017043	ETV6 | NTRK3
benign epithelial tumor of salivary glands	MONDO:0017168	HMGA2 | PLAG1
autosomal dominant nonsyndromic deafness 4B	MONDO:0013823	CEACAM16
autosomal recessive hyperinsulinism due to Kir6.2 deficiency	MONDO:0019334	KCNJ11
hypogonadotropic hypogonadism 10 with or without anosmia	MONDO:0013912	TAC3
phakomatosis pigmentokeratotica	MONDO:0017317	HRAS
leukocyte adhesion deficiency type II	MONDO:0009953	SLC35C1
rare insulin-resistance syndrome	MONDO:0015885	AGPAT2 | BSCL2 | CAV1 | CAVIN1 | CDKN1C | FOS | INSR | LMNA | NSMCE2 | PIK3R1 | PLIN1 | PPARG | XRCC4
Charcot-Marie-Tooth disease type 2R	MONDO:0014208	TRIM2
cerebral arterial disease	MONDO:0006693	ACTA2 | ANGPTL6 | BRCC3 | COL3A1 | ENG | GUCY1A1 | RNF213 | TGFBR3 | THSD1
deafness, autosomal dominant 75	MONDO:0032911	TRRAP
pontocerebellar hypoplasia type 1B	MONDO:0013853	EXOSC3
developmental and epileptic encephalopathy, 26	MONDO:0014477	KCNB1
3-hydroxy-3-methylglutaryl-CoA synthase deficiency	MONDO:0011614	HMGCS2
cardiac valvular defect, developmental	MONDO:0008913	PLD1
premature ovarian failure 6	MONDO:0012861	FIGLA
STT3B-CDG	MONDO:0014271	STT3B
systemic lupus erythematosus (disease)	MONDO:0007915	BANK1 | BLK | C1QA | C1R | C4A | C4B | CR2 | CTLA4 | DNASE1 | DNASE1L3 | ETS1 | FCGR2A | FCGR2B | FCGR3B | HLA-DRB1 | IL10 | IRAK1 | IRF5 | ITGAM | JAZF1 | KIAA0319L | MECP2 | PDCD1 | PRKCD | PTPN22 | PXK | SPP1 | STAT4 | TNFAIP3 | TNFSF4 | TNIP1 | TREX1 | UBE2L3
anencephaly	MONDO:0000819	NDE1 | TRIM36
genetic skin disease	MONDO:0024255	AAGAB | ABCA12 | ABCA5 | ABCB6 | ABCC6 | ABCC9 | ABHD5 | ACD | ACTB | ACVRL1 | ADAM10 | ADAM17 | ADAMTS17 | ADAMTS2 | ADAR | ADGRE2 | AEBP1 | AGPAT2 | AHSG | AKT2 | ALAS2 | ALDH18A1 | ALDH3A2 | ALOX12B | ALOXE3 | ALX4 | ANAPC1 | ANTXR1 | ANTXR2 | AP1B1 | AP1S1 | AP1S3 | AP3B1 | AP3D1 | APCDD1 | APTX | AQP5 | ARHGAP31 | ATM | ATP6V0A2 | ATP6V1A | ATP6V1B2 | ATP6V1E1 | ATP7A | ATR | B3GALT6 | B4GALT7 | BCS1L | BLM | BLOC1S3 | BLOC1S6 | BRAF | BRCA1 | BRCA2 | BRIP1 | BSCL2 | BTD | C1R | C1S | CA12 | CARD14 | CARD9 | CASP14 | CAST | CAV1 | CAVIN1 | CDH1 | CDH3 | CDK4 | CDKN2A | CDSN | CERS3 | CHST14 | CHST8 | CIB1 | CIDEC | CLDN1 | CLEC7A | CLPX | CLTRN | COG6 | COG7 | COL11A1 | COL12A1 | COL14A1 | COL17A1 | COL1A1 | COL1A2 | COL3A1 | COL5A1 | COL5A2 | COL7A1 | COQ6 | COX7B | CPOX | CST6 | CSTA | CSTB | CTC1 | CTNND1 | CTSC | CYBA | CYBB | CYBC1 | CYLD | CYP26C1 | CYP4F22 | DDB2 | DKC1 | DLL4 | DLX3 | DOCK6 | DOLK | DPM1 | DSE | DSG1 | DSG4 | DSP | DST | DTNBP1 | DYNC2LI1 | EBP | ECM1 | EDA | EDA2R | EDAR | EDARADD | EDN3 | EDNRA | EDNRB | EFEMP2 | EGFR | ELN | ELOVL4 | ELP1 | ENG | ENPP1 | EOGT | EPG5 | EPS8L3 | ERCC1 | ERCC2 | ERCC3 | ERCC4 | ERCC5 | ERCC6 | ERCC8 | EVC | EVC2 | EXPH5 | EXT1 | F12 | FANCA | FANCB | FANCC | FANCD2 | FANCE | FANCF | FANCG | FANCI | FANCL | FANCM | FBLN5 | FDPS | FECH | FERMT1 | FGF10 | FGF23 | FGF5 | FGFR1 | FGFR2 | FGFR3 | FH | FKBP14 | FLCN | FLG | FLG2 | FOS | FZD6 | GALNT3 | GATA1 | GBA | GDF2 | GGCX | GJA1 | GJB2 | GJB3 | GJB4 | GJB6 | GLA | GLI1 | GNA14 | GNAS | GORAB | GPNMB | GRHL2 | GTF2E2 | GTF2H5 | HAVCR2 | HCCS | HEPHL1 | HFE | HGD | HLCS | HMBS | HOXC13 | HPGD | HPS1 | HPS3 | HPS4 | HPS5 | HPS6 | HR | HRAS | IDH1 | IDH2 | IDS | IFT122 | IFT43 | IFT52 | IKBKG | IL17F | IL17RA | IL17RC | IL21R | IL23R | IL31RA | IL36RN | IL4R | IL7 | INSR | ITGA3 | ITGA6 | ITGB4 | ITGB6 | JUP | KANK2 | KCNH1 | KCNJ6 | KCTD1 | KDF1 | KDSR | KIT | KITLG | KL | KLHL24 | KRAS | KREMEN1 | KRT1 | KRT10 | KRT13 | KRT14 | KRT16 | KRT17 | KRT2 | KRT25 | KRT4 | KRT5 | KRT6A | KRT6B | KRT6C | KRT71 | KRT74 | KRT81 | KRT83 | KRT85 | KRT86 | KRT9 | LAMA3 | LAMB3 | LAMC2 | LEMD3 | LIG4 | LIPE | LIPH | LIPN | LMNA | LMX1B | LORICRIN | LPAR6 | LRMDA | LSS | LTBP4 | LYST | LZTR1 | MAD2L2 | MAP2K1 | MAP2K2 | MAP3K20 | MBTPS2 | MC1R | MITF | MLPH | MMP1 | MPDU1 | MPI | MPLKIP | MPZ | MRE11 | MS4A2 | MSMO1 | MSX1 | MT-TS1 | MVD | MVK | MYO5A | NCF1 | NCF2 | NCF4 | NCSTN | NDUFB11 | NECTIN1 | NECTIN4 | NEK9 | NF2 | NFKBIA | NHP2 | NIPAL4 | NLRP1 | NOP10 | NOTCH1 | NOTCH3 | NPM1 | NRAS | NSDHL | NSUN2 | OCA2 | OFD1 | OSMR | PADI3 | PALB2 | PARN | PAX3 | PCNA | PDGFB | PDGFRB | PEPD | PERP | PEX1 | PEX6 | PEX7 | PHGDH | PHYH | PIGL | PIK3CA | PIK3R1 | PKP1 | PLA2G7 | PLCD1 | PLCG2 | PLEC | PLIN1 | PLOD1 | PMM2 | PMVK | PNPLA1 | PNPLA6 | POC1A | POFUT1 | POGLUT1 | POLA1 | POLH | POLR3A | POMP | PORCN | POT1 | PPARG | PPOX | PPP1CB | PRDM5 | PSAT1 | PSEN1 | PSENEN | PSPH | PSTPIP1 | PTCH1 | PTCH2 | PTEN | PYCR1 | RAB27A | RAD51 | RAD51C | RAG1 | RAG2 | RASA1 | RBM28 | RBPJ | RECQL4 | RFWD3 | RHBDF2 | RHOH | RIN2 | RIPK4 | RMRP | RNF113A | ROGDI | RPL21 | RSPO1 | RSPO4 | RTEL1 | SAMD9 | SAMHD1 | SASH1 | SCN10A | SCN11A | SCN9A | SDR9C7 | SERPINB7 | SERPINB8 | SERPING1 | SETBP1 | SHH | SHOC2 | SLC13A5 | SLC17A9 | SLC24A5 | SLC25A24 | SLC27A4 | SLC29A3 | SLC2A10 | SLC39A13 | SLC39A4 | SLC45A2 | SLC6A19 | SLCO2A1 | SLURP1 | SLX4 | SMAD4 | SMARCAD1 | SMARCB1 | SMO | SNAI2 | SNAP29 | SNRPE | SOX10 | SOX3 | SPINK5 | SPRED1 | SRD5A3 | ST14 | ST3GAL5 | STAT1 | STAT3 | STK11 | STS | STXBP1 | SULT2B1 | SUMF1 | TARS1 | TAT | TBC1D24 | TCHH | TEK | TELO2 | TERC | TERT | TGM1 | TGM3 | TGM5 | TINF2 | TMC6 | TMC8 | TNXB | TP63 | TRAF3IP2 | TRAF6 | TREX1 | TRPM4 | TRPS1 | TRPV3 | TSPEAR | TWIST2 | TYR | TYRP1 | UBE2T | UBR1 | UROD | UROS | USB1 | UVSSA | VIPAS39 | VPS13A | VPS33B | WAS | WDR19 | WDR35 | WIPF1 | WNT10A | WRAP53 | WRN | XPA | XPC | XRCC2 | XRCC3 | XRCC4 | XYLT1 | XYLT2 | ZMPSTE24 | ZNF469
torsion dystonia 2	MONDO:0009141	HPCA
autosomal recessive limb-girdle muscular dystrophy type 2I	MONDO:0011787	FKRP
inflammatory skin and bowel disease, neonatal, 1	MONDO:0013693	ADAM17
multiple mitochondrial dysfunctions syndrome 3	MONDO:0014132	IBA57
GATA1-Related X-Linked Cytopenia	MONDO:0100089	GATA1
